from	to	source	database	from_index	to_index
FN1	PLAUR	NATMI	NATMI	L	R
FN1	SDC2	NATMI	NATMI	L	LR
FN1	TNFRSF11B	NATMI	NATMI	L	R
FN1	TSHR	NATMI	NATMI	L	R
FNDC5	ITGAV	NATMI	NATMI	L	LR
FNDC5	ITGB5	NATMI	NATMI	L	R
FSHB	FSHR	NATMI	NATMI	L	R
FSTL1	DIP2A	NATMI	NATMI	L	R
FZD8	CKAP4	NATMI	NATMI	LR	R
GAL	GALR1	NATMI	NATMI	L	R
GAL	GALR2	NATMI	NATMI	L	R
GAL	GALR3	NATMI	NATMI	L	R
GAL	GPR151	NATMI	NATMI	L	R
GALP	GALR1	NATMI	NATMI	L	R
GALP	GALR2	NATMI	NATMI	L	R
GALP	GALR3	NATMI	NATMI	L	R
GAS6	AXL	NATMI	NATMI	L	R
GAS6	MERTK	NATMI	NATMI	L	R
GAS6	TYRO3	NATMI	NATMI	L	R
GAST	CCKBR	NATMI	NATMI	L	R
GCG	GCGR	NATMI	NATMI	L	R
GCG	GLP1R	NATMI	NATMI	L	R
GCG	GLP2R	NATMI	NATMI	L	R
GDF1	ACVR1	NATMI	NATMI	L	R
GDF1	BMPR1A	NATMI	NATMI	L	R
GDF1	BMPR2	NATMI	NATMI	L	R
GDF11	ACVR1B	NATMI	NATMI	L	R
GDF11	ACVR2A	NATMI	NATMI	L	R
GDF11	ACVR2B	NATMI	NATMI	L	R
GDF15	GFRAL	NATMI	NATMI	L	R
GDF2	ACVR1	NATMI	NATMI	L	R
GDF2	ACVR2A	NATMI	NATMI	L	R
GDF2	ACVR2B	NATMI	NATMI	L	R
GDF2	ACVRL1	NATMI	NATMI	L	R
GDF2	BMPR2	NATMI	NATMI	L	R
GDF2	ENG	NATMI	NATMI	L	R
GDF3	TDGF1	NATMI	NATMI	L	LR
GDF5	ACVR1	NATMI	NATMI	L	R
GDF5	ACVR2A	NATMI	NATMI	L	R
GDF5	ACVR2B	NATMI	NATMI	L	R
GDF5	BMPR1A	NATMI	NATMI	L	R
GDF5	BMPR1B	NATMI	NATMI	L	R
GDF5	BMPR2	NATMI	NATMI	L	R
GDF5	ROR2	NATMI	NATMI	L	R
GDF6	BMPR1A	NATMI	NATMI	L	R
GDF6	BMPR1B	NATMI	NATMI	L	R
GDF6	BMPR2	NATMI	NATMI	L	R
GDF7	ACVR2A	NATMI	NATMI	L	R
GDF7	BMPR1A	NATMI	NATMI	L	R
GDF7	BMPR2	NATMI	NATMI	L	R
GDF9	ACVR2A	NATMI	NATMI	L	R
GDF9	BMPR1A	NATMI	NATMI	L	R
GDF9	BMPR1B	NATMI	NATMI	L	R
GDF9	BMPR2	NATMI	NATMI	L	R
GDF9	TGFBR1	NATMI	NATMI	L	R
GDNF	GFRA1	NATMI	NATMI	L	R
GDNF	GFRA2	NATMI	NATMI	L	R
GDNF	RET	NATMI	NATMI	L	R
GH1	GHR	NATMI	NATMI	L	R
GH1	PRLR	NATMI	NATMI	L	R
GH2	GHR	NATMI	NATMI	L	R
GHRH	GHRHR	NATMI	NATMI	L	R
GHRH	VIPR1	NATMI	NATMI	L	R
GHRL	GHSR	NATMI	NATMI	L	R
GHRL	GPR39	NATMI	NATMI	L	R
GHRL	MLNR	NATMI	NATMI	L	R
GIP	DPP4	NATMI	NATMI	L	R
GIP	GIPR	NATMI	NATMI	L	R
GLG1	SELE	NATMI	NATMI	L	LR
GNAI2	ADCY1	NATMI	NATMI	L	R
GNAI2	ADORA1	NATMI	NATMI	L	R
GNAI2	ADRA2A	NATMI	NATMI	L	R
GNAI2	ADRA2B	NATMI	NATMI	L	R
GNAI2	AGTR2	NATMI	NATMI	L	R
GNAI2	C5AR1	NATMI	NATMI	L	R
GNAI2	CAV1	NATMI	NATMI	L	R
GNAI2	CCR5	NATMI	NATMI	L	R
GNAI2	CNR1	NATMI	NATMI	L	R
GNAI2	CXCR1	NATMI	NATMI	L	R
GNAI2	CXCR2	NATMI	NATMI	L	R
GNAI2	EDNRA	NATMI	NATMI	L	R
GNAI2	EGFR	NATMI	NATMI	L	R
GNAI2	F2R	NATMI	NATMI	L	R
GNAI2	FPR1	NATMI	NATMI	L	R
GNAI2	IGF1R	NATMI	NATMI	L	R
GNAI2	LHCGR	NATMI	NATMI	L	R
GNAI2	LPAR3	NATMI	NATMI	L	R
GNAI2	MTNR1A	NATMI	NATMI	L	R
GNAI2	MTNR1B	NATMI	NATMI	L	R
GNAI2	OPRD1	NATMI	NATMI	L	R
GNAI2	OPRM1	NATMI	NATMI	L	R
GNAI2	P2RY12	NATMI	NATMI	L	R
GNAI2	TBXA2R	NATMI	NATMI	L	R
GNAI2	TSHR	NATMI	NATMI	L	R
GNAS	ADRB2	NATMI	NATMI	L	R
GNAS	AVPR2	NATMI	NATMI	L	R
GNAS	CRHR1	NATMI	NATMI	L	R
GNAS	GCGR	NATMI	NATMI	L	R
GNAS	LHCGR	NATMI	NATMI	L	R
GNAS	PTGDR	NATMI	NATMI	L	R
GNAS	TSHR	NATMI	NATMI	L	R
GNAS	VIPR1	NATMI	NATMI	L	R
GNRH1	GNRHR	NATMI	NATMI	L	R
GNRH2	GNRHR	NATMI	NATMI	L	R
GPC3	CD81	NATMI	NATMI	L	R
GPC3	IGF1R	NATMI	NATMI	L	R
GPHA2	TSHR	NATMI	NATMI	L	R
GPHB5	TSHR	NATMI	NATMI	L	R
GPI	AMFR	NATMI	NATMI	L	R
GREM1	KDR	NATMI	NATMI	L	R
GRN	SORT1	NATMI	NATMI	L	R
GRN	TNFRSF1A	NATMI	NATMI	L	R
GRN	TNFRSF1B	NATMI	NATMI	L	R
GRP	BRS3	NATMI	NATMI	L	R
GRP	GRPR	NATMI	NATMI	L	R
GRP	NMBR	NATMI	NATMI	L	R
GUCA2A	GUCY2C	NATMI	NATMI	L	R
GUCA2B	GUCY2C	NATMI	NATMI	L	R
GUCA2B	GUCY2D	NATMI	NATMI	L	R
GZMB	CHRM3	NATMI	NATMI	L	R
GZMB	IGF2R	NATMI	NATMI	L	R
HAS2	CD44	NATMI	NATMI	L	LR
HAS2	HMMR	NATMI	NATMI	L	R
HAVCR1	CD300LB	NATMI	NATMI	LR	R
HAVCR1	HAVCR1	NATMI	NATMI	LR	LR
HBEGF	CD44	NATMI	NATMI	L	LR
HBEGF	CD82	NATMI	NATMI	L	R
HBEGF	CD9	NATMI	NATMI	L	LR
HBEGF	EGFR	NATMI	NATMI	L	R
HBEGF	ERBB2	NATMI	NATMI	L	R
HBEGF	ERBB4	NATMI	NATMI	L	R
HCRT	HCRTR1	NATMI	NATMI	L	R
HCRT	HCRTR2	NATMI	NATMI	L	R
HCRT	NPFFR2	NATMI	NATMI	L	R
HEBP1	FPR3	NATMI	NATMI	L	R
HGF	CD44	NATMI	NATMI	L	LR
HGF	MET	NATMI	NATMI	L	R
HGF	SDC1	NATMI	NATMI	L	R
HGF	SDC2	NATMI	NATMI	L	LR
HGF	ST14	NATMI	NATMI	L	R
HHLA2	TMIGD2	NATMI	NATMI	L	R
HLA-A	APLP2	NATMI	NATMI	L	R
HLA-A	ERBB2	NATMI	NATMI	L	R
HLA-A	KIR3DL1	NATMI	NATMI	L	R
HLA-A	KIR3DL2	NATMI	NATMI	L	R
HLA-A	LILRB1	NATMI	NATMI	L	R
HLA-A	LILRB2	NATMI	NATMI	L	R
HLA-B	CANX	NATMI	NATMI	L	R
HLA-B	KIR2DL3	NATMI	NATMI	L	R
HLA-B	KIR3DL1	NATMI	NATMI	L	R
HLA-B	KIR3DL2	NATMI	NATMI	L	R
HLA-B	KLRD1	NATMI	NATMI	L	R
HLA-B	LILRB1	NATMI	NATMI	L	R
HLA-B	LILRB2	NATMI	NATMI	L	R
HLA-C	KIR2DL1	NATMI	NATMI	L	R
HLA-C	KIR2DL3	NATMI	NATMI	L	R
HLA-C	KIR2DS4	NATMI	NATMI	L	R
HLA-C	LILRA3	NATMI	NATMI	L	R
HLA-C	LILRB1	NATMI	NATMI	L	R
HLA-C	LILRB2	NATMI	NATMI	L	R
HLA-E	KLRC1	NATMI	NATMI	L	R
HLA-E	KLRC2	NATMI	NATMI	L	R
HLA-E	KLRD1	NATMI	NATMI	L	R
HLA-E	KLRK1	NATMI	NATMI	L	R
HLA-F	KIR3DL1	NATMI	NATMI	LR	R
HLA-F	KIR3DL2	NATMI	NATMI	LR	R
HLA-F	LILRB1	NATMI	NATMI	LR	R
HLA-F	LILRB2	NATMI	NATMI	LR	R
HLA-G	KIR2DL4	NATMI	NATMI	L	R
HLA-G	KLRC1	NATMI	NATMI	L	R
HLA-G	KLRD1	NATMI	NATMI	L	R
HLA-G	LILRB1	NATMI	NATMI	L	R
HLA-G	LILRB2	NATMI	NATMI	L	R
HMGB1	HAVCR2	NATMI	NATMI	L	R
HMGB1	SDC1	NATMI	NATMI	L	R
HMGB1	THBD	NATMI	NATMI	L	R
HP	CD163	NATMI	NATMI	L	R
HP	ITGAM	NATMI	NATMI	L	R
HP	ITGB2	NATMI	NATMI	L	LR
HRAS	AGTR1	NATMI	NATMI	L	R
HRAS	CAV1	NATMI	NATMI	L	R
HRAS	INSR	NATMI	NATMI	L	R
HRG	FCGR1A	NATMI	NATMI	L	R
HSP90AA1	CFTR	NATMI	NATMI	L	R
HSP90AA1	EGFR	NATMI	NATMI	L	R
HSP90AA1	FGFR3	NATMI	NATMI	L	R
HSPG2	COL13A1	NATMI	NATMI	L	R
HSPG2	ITGA2	NATMI	NATMI	L	R
HSPG2	ITGB1	NATMI	NATMI	L	R
HSPG2	PTPRS	NATMI	NATMI	L	R
IAPP	CALCR	NATMI	NATMI	L	R
IAPP	RAMP1	NATMI	NATMI	L	R
IAPP	RAMP2	NATMI	NATMI	L	R
ICAM1	IL2RA	NATMI	NATMI	L	R
ICAM1	ITGAL	NATMI	NATMI	L	R
ICAM1	ITGAM	NATMI	NATMI	L	R
ICAM1	ITGAX	NATMI	NATMI	L	R
ICAM1	ITGB2	NATMI	NATMI	L	LR
ICAM1	SPN	NATMI	NATMI	L	LR
ICAM2	ITGAL	NATMI	NATMI	L	R
ICAM2	ITGAM	NATMI	NATMI	L	R
ICAM2	ITGB2	NATMI	NATMI	L	LR
ICAM3	CD209	NATMI	NATMI	LR	LR
ICAM3	CLEC4M	NATMI	NATMI	LR	R
ICAM3	ITGAD	NATMI	NATMI	LR	R
ICAM3	ITGAL	NATMI	NATMI	LR	R
ICAM3	ITGB2	NATMI	NATMI	LR	LR
ICAM4	ITGA2B	NATMI	NATMI	L	R
ICAM4	ITGA4	NATMI	NATMI	L	R
ICAM4	ITGAL	NATMI	NATMI	L	R
ICAM4	ITGAM	NATMI	NATMI	L	R
ICAM4	ITGAV	NATMI	NATMI	L	LR
ICAM4	ITGB1	NATMI	NATMI	L	R
ICAM4	ITGB2	NATMI	NATMI	L	LR
ICAM4	ITGB3	NATMI	NATMI	L	R
ICAM5	ITGAL	NATMI	NATMI	L	R
ICAM5	ITGB2	NATMI	NATMI	L	LR
ICOSLG	CD28	NATMI	NATMI	LR	LR
ICOSLG	CTLA4	NATMI	NATMI	LR	R
ICOS	ICOSLG	NATMI	NATMI	LR	LR
ICOSLG	ICOS	NATMI	NATMI	LR	LR
IFNA1	IFNAR1	NATMI	NATMI	L	R
IFNA1	IFNAR2	NATMI	NATMI	L	R
IFNA10	IFNAR1	NATMI	NATMI	L	R
IFNA10	IFNAR2	NATMI	NATMI	L	R
IFNA13	IFNAR1	NATMI	NATMI	L	R
IFNA13	IFNAR2	NATMI	NATMI	L	R
IFNA14	IFNAR1	NATMI	NATMI	L	R
IFNA14	IFNAR2	NATMI	NATMI	L	R
IFNA16	IFNAR1	NATMI	NATMI	L	R
IFNA16	IFNAR2	NATMI	NATMI	L	R
IFNA17	IFNAR1	NATMI	NATMI	L	R
IFNA17	IFNAR2	NATMI	NATMI	L	R
IFNA2	IFNAR1	NATMI	NATMI	L	R
IFNA2	IFNAR2	NATMI	NATMI	L	R
IFNA21	IFNAR1	NATMI	NATMI	L	R
IFNA21	IFNAR2	NATMI	NATMI	L	R
IFNA4	IFNAR1	NATMI	NATMI	L	R
IFNA4	IFNAR2	NATMI	NATMI	L	R
IFNA5	IFNAR1	NATMI	NATMI	L	R
IFNA5	IFNAR2	NATMI	NATMI	L	R
IFNA6	IFNAR1	NATMI	NATMI	L	R
IFNA6	IFNAR2	NATMI	NATMI	L	R
IFNA7	IFNAR1	NATMI	NATMI	L	R
IFNA7	IFNAR2	NATMI	NATMI	L	R
IFNA8	IFNAR1	NATMI	NATMI	L	R
IFNA8	IFNAR2	NATMI	NATMI	L	R
IFNB1	IFNAR1	NATMI	NATMI	L	R
IFNB1	IFNAR2	NATMI	NATMI	L	R
IFNE	IFNAR1	NATMI	NATMI	L	R
IFNE	IFNAR2	NATMI	NATMI	L	R
IFNG	IFNGR1	NATMI	NATMI	L	R
IFNG	IFNGR2	NATMI	NATMI	L	R
IFNK	IFNAR1	NATMI	NATMI	L	R
IFNK	IFNAR2	NATMI	NATMI	L	R
IFNL1	IFNLR1	NATMI	NATMI	L	R
IFNL1	IL10RB	NATMI	NATMI	L	R
IFNL2	IFNLR1	NATMI	NATMI	L	R
IFNL2	IL10RB	NATMI	NATMI	L	R
IFNL3	IFNLR1	NATMI	NATMI	L	R
IFNL3	IL10RB	NATMI	NATMI	L	R
IFNL4	IFNLR1	NATMI	NATMI	L	R
IFNL4	IL10RB	NATMI	NATMI	L	R
IFNW1	IFNAR1	NATMI	NATMI	L	R
IFNW1	IFNAR2	NATMI	NATMI	L	R
IGF1	IGF1R	NATMI	NATMI	L	R
IGF2	IGF1R	NATMI	NATMI	L	R
IGF2	IGF2R	NATMI	NATMI	L	R
IGF2	INSR	NATMI	NATMI	L	R
IGFBP4	FZD8	NATMI	NATMI	L	LR
IGFBP4	LRP6	NATMI	NATMI	L	R
IGFL1	IGFLR1	NATMI	NATMI	L	R
IGFL2	IGFLR1	NATMI	NATMI	L	R
IGFL3	IGFLR1	NATMI	NATMI	L	R
IGSF11	VSIR	NATMI	NATMI	L	R
IHH	BOC	NATMI	NATMI	L	R
IHH	CDON	NATMI	NATMI	L	R
IHH	HHIP	NATMI	NATMI	L	R
IHH	PTCH1	NATMI	NATMI	L	R
IHH	PTCH2	NATMI	NATMI	L	R
IL10	IL10RA	NATMI	NATMI	L	R
IL10	IL10RB	NATMI	NATMI	L	R
IL11	IL11RA	NATMI	NATMI	L	R
IL11	IL6ST	NATMI	NATMI	L	R
IL12A	IL12RB1	NATMI	NATMI	L	R
IL12A	IL12RB2	NATMI	NATMI	L	R
IL12B	IL12RB1	NATMI	NATMI	L	R
IL12B	IL12RB2	NATMI	NATMI	L	R
IL12B	IL23R	NATMI	NATMI	L	R
IL13	IL13RA1	NATMI	NATMI	L	R
IL13	IL13RA2	NATMI	NATMI	L	R
IL13	IL2RG	NATMI	NATMI	L	R
IL13	IL4R	NATMI	NATMI	L	R
IL15	IL15RA	NATMI	NATMI	L	R
IL15	IL2RA	NATMI	NATMI	L	R
IL15	IL2RB	NATMI	NATMI	L	R
IL15	IL2RG	NATMI	NATMI	L	R
IL16	CD4	NATMI	NATMI	L	R
IL16	GRIN2D	NATMI	NATMI	L	R
IL16	KCNJ10	NATMI	NATMI	L	R
IL16	KCNJ15	NATMI	NATMI	L	R
IL17A	IL17RA	NATMI	NATMI	L	R
IL17A	IL17RC	NATMI	NATMI	L	R
IL17B	IL17RB	NATMI	NATMI	L	R
IL17C	IL17RA	NATMI	NATMI	L	R
IL17C	IL17RE	NATMI	NATMI	L	R
IL17F	IL17RA	NATMI	NATMI	L	R
IL18	IL18R1	NATMI	NATMI	L	R
IL18	IL18RAP	NATMI	NATMI	L	R
IL18	IL1RAPL1	NATMI	NATMI	L	LR
IL19	IL20RA	NATMI	NATMI	L	R
IL19	IL20RB	NATMI	NATMI	L	R
IL1A	IL1R1	NATMI	NATMI	L	R
IL1A	IL1R2	NATMI	NATMI	L	R
IL1A	IL1RAP	NATMI	NATMI	L	R
IL1B	IL1R1	NATMI	NATMI	L	R
IL1B	IL1R2	NATMI	NATMI	L	R
IL1B	IL1RAP	NATMI	NATMI	L	R
IL1F10	IL1R1	NATMI	NATMI	L	R
IL1RAPL1	PTPRD	NATMI	NATMI	LR	R
IL1RAPL1	PTPRF	NATMI	NATMI	LR	R
IL1RAPL1	PTPRS	NATMI	NATMI	LR	R
IL1RN	IL1R1	NATMI	NATMI	L	R
IL1RN	IL1R2	NATMI	NATMI	L	R
IL2	CD53	NATMI	NATMI	L	R
IL2	IL2RA	NATMI	NATMI	L	R
IL2	IL2RB	NATMI	NATMI	L	R
IL2	IL2RG	NATMI	NATMI	L	R
IL20	IL20RA	NATMI	NATMI	L	R
IL20	IL20RB	NATMI	NATMI	L	R
IL20	IL22RA1	NATMI	NATMI	L	R
IL21	IL21R	NATMI	NATMI	L	R
IL21	IL2RG	NATMI	NATMI	L	R
IL22	IL10RA	NATMI	NATMI	L	R
IL22	IL10RB	NATMI	NATMI	L	R
IL22	IL22RA1	NATMI	NATMI	L	R
IL22	IL22RA2	NATMI	NATMI	L	R
IL23A	IL12RB1	NATMI	NATMI	L	R
IL23A	IL23R	NATMI	NATMI	L	R
IL24	IL20RA	NATMI	NATMI	L	R
IL24	IL20RB	NATMI	NATMI	L	R
IL24	IL22RA1	NATMI	NATMI	L	R
IL25	IL17RB	NATMI	NATMI	L	R
IL26	IL20RA	NATMI	NATMI	L	R
IL26	IL20RB	NATMI	NATMI	L	R
IL27	IL27RA	NATMI	NATMI	L	R
IL3	CSF2RB	NATMI	NATMI	L	R
IL3	IL3RA	NATMI	NATMI	L	R
IL31	IL31RA	NATMI	NATMI	L	R
IL31	OSMR	NATMI	NATMI	L	R
IL32	ITGB3	NATMI	NATMI	L	R
IL33	IL1RL1	NATMI	NATMI	L	R
IL34	CSF1R	NATMI	NATMI	L	R
IL34	PTPRZ1	NATMI	NATMI	L	LR
IL36A	IL1RL2	NATMI	NATMI	L	R
IL36RN	IL1RL2	NATMI	NATMI	LR	R
IL4	CD53	NATMI	NATMI	L	R
IL4	IL13RA1	NATMI	NATMI	L	R
IL4	IL13RA2	NATMI	NATMI	L	R
IL4	IL2RG	NATMI	NATMI	L	R
IL4	IL4R	NATMI	NATMI	L	R
IL5	CSF2RB	NATMI	NATMI	L	R
IL5	IL5RA	NATMI	NATMI	L	R
IL6	IL6R	NATMI	NATMI	L	R
IL6	IL6ST	NATMI	NATMI	L	R
IL7	IL2RG	NATMI	NATMI	L	R
IL7	IL7R	NATMI	NATMI	L	R
IL9	IL2RG	NATMI	NATMI	L	R
IL9	IL9R	NATMI	NATMI	L	R
INHA	ACVR2A	NATMI	NATMI	L	R
INHA	TGFBR3	NATMI	NATMI	L	R
INHBA	ACVR1	NATMI	NATMI	L	R
INHBA	ACVR1B	NATMI	NATMI	L	R
INHBA	ACVR1C	NATMI	NATMI	L	R
INHBA	ACVR2A	NATMI	NATMI	L	R
INHBA	ACVR2B	NATMI	NATMI	L	R
INHBA	BAMBI	NATMI	NATMI	L	R
INHBA	ENG	NATMI	NATMI	L	R
INHBA	TGFBR3	NATMI	NATMI	L	R
INHBB	ACVR1	NATMI	NATMI	L	R
INHBB	ACVR1B	NATMI	NATMI	L	R
INHBB	ACVR1C	NATMI	NATMI	L	R
INHBB	ACVR2A	NATMI	NATMI	L	R
INHBB	ACVR2B	NATMI	NATMI	L	R
INHBB	CFC1	NATMI	NATMI	L	LR
INHBB	CFC1B	NATMI	NATMI	L	R
INHBC	ACVR2A	NATMI	NATMI	L	R
INHBC	ACVR2B	NATMI	NATMI	L	R
INS	IGF1R	NATMI	NATMI	L	R
INS	INSR	NATMI	NATMI	L	R
INS	LRP2	NATMI	NATMI	L	R
INSL3	RXFP2	NATMI	NATMI	L	R
INSL5	RXFP3	NATMI	NATMI	L	R
INSL5	RXFP4	NATMI	NATMI	L	R
ITGAV	THY1	NATMI	NATMI	LR	R
ITGB2	THY1	NATMI	NATMI	LR	R
JAG1	CD46	NATMI	NATMI	L	R
JAG1	NOTCH1	NATMI	NATMI	L	R
JAG1	NOTCH2	NATMI	NATMI	L	R
JAG1	NOTCH3	NATMI	NATMI	L	R
JAG1	NOTCH4	NATMI	NATMI	L	R
JAG2	NOTCH1	NATMI	NATMI	L	R
JAG2	NOTCH2	NATMI	NATMI	L	R
JAG2	NOTCH3	NATMI	NATMI	L	R
JAG2	NOTCH4	NATMI	NATMI	L	R
JAM2	F11R	NATMI	NATMI	LR	LR
JAM2	JAM3	NATMI	NATMI	LR	LR
JAM3	JAM2	NATMI	NATMI	LR	LR
JAML	CXADR	NATMI	NATMI	LR	LR
KIR3DS1	HLA-F	NATMI	NATMI	L	LR
KISS1	KISS1R	NATMI	NATMI	L	R
KISS1	MMP24	NATMI	NATMI	L	R
KITLG	KIT	NATMI	NATMI	L	R
KLRB1	CLEC2D	NATMI	NATMI	LR	LR
KLRF1	CLEC2B	NATMI	NATMI	LR	LR
KMT2E	NCR2	NATMI	NATMI	L	R
KNG1	BDKRB1	NATMI	NATMI	L	R
KNG1	BDKRB2	NATMI	NATMI	L	R
KNG1	GP1BA	NATMI	NATMI	L	R
KNG1	GPR135	NATMI	NATMI	L	R
KNG1	ITGB2	NATMI	NATMI	L	LR
KNG1	PLAUR	NATMI	NATMI	L	R
KNG1	RXFP4	NATMI	NATMI	L	R
L1CAM	ALCAM	NATMI	NATMI	LR	LR
L1CAM	CD9	NATMI	NATMI	LR	LR
L1CAM	CNTN1	NATMI	NATMI	LR	LR
L1CAM	EGFR	NATMI	NATMI	LR	R
L1CAM	EPHB2	NATMI	NATMI	LR	R
L1CAM	ERBB2	NATMI	NATMI	LR	R
L1CAM	ERBB3	NATMI	NATMI	LR	R
L1CAM	ITGA5	NATMI	NATMI	LR	R
L1CAM	ITGAV	NATMI	NATMI	LR	LR
L1CAM	PTPRZ1	NATMI	NATMI	LR	LR
LACRT	SDC1	NATMI	NATMI	L	R
LAMA1	ITGA1	NATMI	NATMI	L	R
LAMA1	ITGA2	NATMI	NATMI	L	R
LAMA1	ITGA7	NATMI	NATMI	L	R
LAMA1	ITGB1	NATMI	NATMI	L	R
LAMA1	ITGB8	NATMI	NATMI	L	R
LAMA1	RPSA	NATMI	NATMI	L	R
LAMA2	DAG1	NATMI	NATMI	L	LR
LAMA2	ITGA7	NATMI	NATMI	L	R
LAMA2	ITGB1	NATMI	NATMI	L	R
LAMA2	RPSA	NATMI	NATMI	L	R
LAMA3	SDC2	NATMI	NATMI	L	LR
LAMA5	BCAM	NATMI	NATMI	L	R
LAMB1	ITGA6	NATMI	NATMI	L	R
LAMB1	ITGB1	NATMI	NATMI	L	R
LAMB2	RPSA	NATMI	NATMI	L	R
LAMC2	ITGA3	NATMI	NATMI	L	R
LAMC2	ITGA6	NATMI	NATMI	L	R
LAMC2	ITGB1	NATMI	NATMI	L	R
LAMC2	ITGB4	NATMI	NATMI	L	R
LCN1	LMBR1L	NATMI	NATMI	L	R
LCN2	LRP2	NATMI	NATMI	L	R
LEAP2	GHSR	NATMI	NATMI	L	R
LEFTY2	ACVR2B	NATMI	NATMI	L	R
LEP	LEPR	NATMI	NATMI	L	R
LGALS1	CD69	NATMI	NATMI	L	R
LGALS1	ITGB1	NATMI	NATMI	L	R
LGALS1	PTPRC	NATMI	NATMI	L	LR
LGALS3	LAG3	NATMI	NATMI	L	R
LGALS3BP	ITGB1	NATMI	NATMI	L	R
LGALS9	CD44	NATMI	NATMI	L	LR
LGALS9	HAVCR2	NATMI	NATMI	L	R
LGI1	ADAM11	NATMI	NATMI	L	LR
LGI1	ADAM22	NATMI	NATMI	L	R
LGI1	ADAM23	NATMI	NATMI	L	LR
LGI1	RTN4R	NATMI	NATMI	L	R
LGI2	ADAM11	NATMI	NATMI	L	LR
LGI2	ADAM22	NATMI	NATMI	L	R
LGI2	ADAM23	NATMI	NATMI	L	LR
LGI3	ADAM22	NATMI	NATMI	L	R
LGI3	ADAM23	NATMI	NATMI	L	LR
LGI3	FLOT1	NATMI	NATMI	L	R
LGI3	STX1A	NATMI	NATMI	L	R
LGI4	ADAM11	NATMI	NATMI	L	LR
LGI4	ADAM22	NATMI	NATMI	L	R
LGI4	ADAM23	NATMI	NATMI	L	LR
LHB	LHCGR	NATMI	NATMI	L	R
LIF	IL6ST	NATMI	NATMI	L	R
LIF	LIFR	NATMI	NATMI	L	R
LILRB4	LAIR1	NATMI	NATMI	L	R
LIN7C	HTR2C	NATMI	NATMI	L	R
LIPC	LRP1	NATMI	NATMI	L	R
LIPH	LPAR1	NATMI	NATMI	L	R
LIPH	LPAR2	NATMI	NATMI	L	R
LIPH	LPAR4	NATMI	NATMI	L	R
LPA	LRP2	NATMI	NATMI	L	R
LPL	GPIHBP1	NATMI	NATMI	L	R
LPL	LRP1	NATMI	NATMI	L	R
LPL	LRP2	NATMI	NATMI	L	R
LPL	SDC1	NATMI	NATMI	L	R
LPL	VLDLR	NATMI	NATMI	L	R
LRFN3	LRFN3	NATMI	NATMI	LR	LR
LRFN5	LRFN5	NATMI	NATMI	LR	LR
LRPAP1	LDLR	NATMI	NATMI	L	R
LRPAP1	LRP1	NATMI	NATMI	L	R
LRPAP1	LRP2	NATMI	NATMI	L	R
LRPAP1	LRP8	NATMI	NATMI	L	R
LRPAP1	SORL1	NATMI	NATMI	L	R
LRPAP1	SORT1	NATMI	NATMI	L	R
LRPAP1	VLDLR	NATMI	NATMI	L	R
LRRC4B	PTPRD	NATMI	NATMI	L	R
LRRC4B	PTPRF	NATMI	NATMI	L	R
LRRC4B	PTPRS	NATMI	NATMI	L	R
LTA	LTBR	NATMI	NATMI	L	R
LTA	TNFRSF14	NATMI	NATMI	L	LR
LTA	TNFRSF1A	NATMI	NATMI	L	R
LTA	TNFRSF1B	NATMI	NATMI	L	R
LTB	CD40	NATMI	NATMI	L	R
LTB	LTBR	NATMI	NATMI	L	R
LTB	TNFRSF1A	NATMI	NATMI	L	R
LTBP1	ITGB5	NATMI	NATMI	L	R
LTBP3	ITGB5	NATMI	NATMI	L	R
LTF	LRP1	NATMI	NATMI	L	R
LTF	LRP11	NATMI	NATMI	L	R
LY86	CD180	NATMI	NATMI	L	R
LY9	LY9	NATMI	NATMI	LR	LR
MADCAM1	CD44	NATMI	NATMI	L	LR
MADCAM1	ITGA4	NATMI	NATMI	L	R
MADCAM1	ITGB7	NATMI	NATMI	L	R
MATN1	ITGA1	NATMI	NATMI	L	R
MATN1	ITGB1	NATMI	NATMI	L	R
MBL2	CD93	NATMI	NATMI	L	R
MCAM	MCAM	NATMI	NATMI	LR	LR
MDK	ALK	NATMI	NATMI	L	R
MDK	ITGA4	NATMI	NATMI	L	R
MDK	ITGA6	NATMI	NATMI	L	R
MDK	ITGB1	NATMI	NATMI	L	R
MDK	LRP1	NATMI	NATMI	L	R
MDK	NOTCH2	NATMI	NATMI	L	R
MDK	PTPRZ1	NATMI	NATMI	L	LR
MDK	SDC1	NATMI	NATMI	L	R
MDK	SDC3	NATMI	NATMI	L	R
MDK	SDC4	NATMI	NATMI	L	R
MDK	TSPAN1	NATMI	NATMI	L	R
MELTF	PLG	NATMI	NATMI	L	LR
MEPE	PHEX	NATMI	NATMI	L	R
MFGE8	ITGAV	NATMI	NATMI	L	LR
MFGE8	ITGB3	NATMI	NATMI	L	R
MFGE8	PDGFRB	NATMI	NATMI	L	R
MFNG	NOTCH1	NATMI	NATMI	L	R
MFNG	NOTCH2	NATMI	NATMI	L	R
MIA	CDH7	NATMI	NATMI	L	R
MICA	KLRK1	NATMI	NATMI	L	R
MICB	KLRK1	NATMI	NATMI	L	R
MIF	CD74	NATMI	NATMI	L	R
MIF	CXCR2	NATMI	NATMI	L	R
MIF	CXCR4	NATMI	NATMI	L	R
