from	to	source	database	from_index	to_index
TNFSF10	TNFRSF10C	ramilowski_known	ramilowski	L	R
TNFSF10	TNFRSF10D	ramilowski_known	ramilowski	L	R
TNFSF10	TNFRSF11B	ramilowski_known	ramilowski	L	R
TNFSF11	TNFRSF11A	ramilowski_known	ramilowski	L	R
TNFSF11	TNFRSF11B	ramilowski_known	ramilowski	L	R
TNFSF12	TNFRSF12A	ramilowski_known	ramilowski	L	R
TNFSF12	TNFRSF25	ramilowski_known	ramilowski	L	R
TNFSF13B	TNFRSF13B	ramilowski_known	ramilowski	L	R
TNFSF13B	TNFRSF13C	ramilowski_known	ramilowski	L	R
TNFSF13B	TNFRSF17	ramilowski_known	ramilowski	L	R
TNFSF13	TNFRSF13B	ramilowski_known	ramilowski	L	R
TNFSF13	TNFRSF17	ramilowski_known	ramilowski	L	R
TNFSF14	LTBR	ramilowski_known	ramilowski	L	R
TNFSF14	TNFRSF14	ramilowski_known	ramilowski	L	LR
TNFSF14	TNFRSF6B	ramilowski_known	ramilowski	L	R
TNFSF15	TNFRSF25	ramilowski_known	ramilowski	L	R
TNFSF18	TNFRSF18	ramilowski_known	ramilowski	L	R
TNFSF4	TNFRSF4	ramilowski_known	ramilowski	L	R
TNFSF8	TNFRSF8	ramilowski_known	ramilowski	L	R
TNFSF9	TNFRSF9	ramilowski_known	ramilowski	L	R
TNF	LTBR	ramilowski_known	ramilowski	L	R
TNF	TNFRSF1A	ramilowski_known	ramilowski	L	R
TNF	TNFRSF1B	ramilowski_known	ramilowski	L	R
TNF	TNFRSF21	ramilowski_known	ramilowski	L	R
TPH1	HTR1A	ramilowski_known	ramilowski	L	R
TPH1	HTR1B	ramilowski_known	ramilowski	L	R
TPH1	HTR1D	ramilowski_known	ramilowski	L	R
TPH1	HTR1E	ramilowski_known	ramilowski	L	R
TPH1	HTR1F	ramilowski_known	ramilowski	L	R
TPH1	HTR2A	ramilowski_known	ramilowski	L	R
TPH1	HTR2B	ramilowski_known	ramilowski	L	R
TPH1	HTR2C	ramilowski_known	ramilowski	L	R
TPH1	HTR4	ramilowski_known	ramilowski	L	R
TPH1	HTR5A	ramilowski_known	ramilowski	L	R
TPH1	HTR6	ramilowski_known	ramilowski	L	R
TPH1	HTR7	ramilowski_known	ramilowski	L	R
TRH	TRHR	ramilowski_known	ramilowski	L	R
TSHB	TSHR	ramilowski_known	ramilowski	L	R
UCN2	CRHR1	ramilowski_known	ramilowski	L	R
UCN2	CRHR2	ramilowski_known	ramilowski	L	R
UCN3	CRHR2	ramilowski_known	ramilowski	L	R
UCN	CRHR1	ramilowski_known	ramilowski	L	R
UCN	CRHR2	ramilowski_known	ramilowski	L	R
ULBP2	KLRK1	ramilowski_known	ramilowski	L	R
UTS2B	UTS2R	ramilowski_known	ramilowski	L	R
UTS2	UTS2R	ramilowski_known	ramilowski	L	R
VCAM1	ITGA4	ramilowski_known	ramilowski	L	R
VCAM1	ITGAD	ramilowski_known	ramilowski	L	R
VCAM1	ITGB1	ramilowski_known	ramilowski	L	R
VCAM1	ITGB2	ramilowski_known	ramilowski	L	LR
VEGFA	FLT1	ramilowski_known	ramilowski	L	R
VEGFA	KDR	ramilowski_known	ramilowski	L	R
VEGFA	NRP1	ramilowski_known	ramilowski	L	R
VEGFA	NRP2	ramilowski_known	ramilowski	L	R
VEGFB	FLT1	ramilowski_known	ramilowski	L	R
VEGFB	NRP1	ramilowski_known	ramilowski	L	R
VEGFC	FLT4	ramilowski_known	ramilowski	L	R
VEGFC	KDR	ramilowski_known	ramilowski	L	R
VEGFC	NRP2	ramilowski_known	ramilowski	L	R
VEGFC	VIPR2	ramilowski_known	ramilowski	L	R
VIP	ADCYAP1R1	ramilowski_known	ramilowski	L	R
VIP	SCTR	ramilowski_known	ramilowski	L	R
VIP	VIPR1	ramilowski_known	ramilowski	L	R
VIP	VIPR2	ramilowski_known	ramilowski	L	R
VTN	ITGA5	ramilowski_known	ramilowski	L	R
VTN	ITGB3	ramilowski_known	ramilowski	L	R
WNT11	FZD7	ramilowski_known	ramilowski	L	R
WNT1	FZD3	ramilowski_known	ramilowski	L	R
WNT1	FZD8	ramilowski_known	ramilowski	L	LR
WNT1	FZD9	ramilowski_known	ramilowski	L	R
WNT1	RYK	ramilowski_known	ramilowski	L	R
WNT3A	FZD6	ramilowski_known	ramilowski	L	R
WNT3	FZD8	ramilowski_known	ramilowski	L	LR
WNT3	LRP6	ramilowski_known	ramilowski	L	R
WNT3	RYK	ramilowski_known	ramilowski	L	R
WNT4	FZD2	ramilowski_known	ramilowski	L	R
WNT4	FZD6	ramilowski_known	ramilowski	L	R
WNT5A	FZD2	ramilowski_known	ramilowski	L	R
WNT5A	FZD4	ramilowski_known	ramilowski	L	R
WNT5A	FZD6	ramilowski_known	ramilowski	L	R
WNT5A	FZD7	ramilowski_known	ramilowski	L	R
WNT5A	RYK	ramilowski_known	ramilowski	L	R
WNT7A	FZD5	ramilowski_known	ramilowski	L	R
WNT7B	FZD1	ramilowski_known	ramilowski	L	R
WNT7B	FZD10	ramilowski_known	ramilowski	L	R
WNT7B	LRP5	ramilowski_known	ramilowski	L	R
XCL1	XCR1	ramilowski_known	ramilowski	L	R
XCL2	XCR1	ramilowski_known	ramilowski	L	R
ZP3	MERTK	ramilowski_known	ramilowski	L	R
CCL4	CCR5	kegg_cytokines	kegg	L	R
PDGFD	PDGFRB	kegg_cytokines	kegg	L	R
IFNA4	IFNAR2	kegg_cytokines	kegg	L	R
IFNA4	IFNAR1	kegg_cytokines	kegg	L	R
HLA-F	CD8A	kegg_cams	kegg	LR	R
ICOSLG	ICOS	kegg_cams	kegg	LR	LR
NRXN1	NLGN1	kegg_cams	kegg	R	L
SPN	SIGLEC1	kegg_cams	kegg	LR	LR
ICOSLG	CD28	kegg_cams	kegg	LR	LR
ICOSLG	CTLA4	kegg_cams	kegg	LR	R
CSHL1	GHR	kegg_neuroactive	kegg	L	R
COL2A1	ITGB1	kegg_ecm	kegg	L	R
COL2A1	ITGA1	kegg_ecm	kegg	L	R
LAMA1	ITGB1	kegg_ecm	kegg	L	R
LAMA1	ITGA1	kegg_ecm	kegg	L	R
COL2A1	ITGA2	kegg_ecm	kegg	L	R
LAMA1	ITGA2	kegg_ecm	kegg	L	R
LAMA1	ITGA3	kegg_ecm	kegg	L	R
COL2A1	ITGA3	kegg_ecm	kegg	L	R
LAMA1	ITGA6	kegg_ecm	kegg	L	R
LAMA1	ITGA7	kegg_ecm	kegg	L	R
NPNT	ITGB1	kegg_ecm	kegg	L	R
NPNT	ITGA8	kegg_ecm	kegg	L	R
COL2A1	ITGA9	kegg_ecm	kegg	L	R
LAMA1	ITGA9	kegg_ecm	kegg	L	R
COL2A1	ITGA10	kegg_ecm	kegg	L	R
COL2A1	ITGA11	kegg_ecm	kegg	L	R
COL2A1	ITGAV	kegg_ecm	kegg	L	LR
COL2A1	ITGB8	kegg_ecm	kegg	L	R
LAMA1	ITGAV	kegg_ecm	kegg	L	LR
LAMA1	ITGB8	kegg_ecm	kegg	L	R
LAMA1	ITGB4	kegg_ecm	kegg	L	R
COL2A1	CD44	kegg_ecm	kegg	L	LR
LAMA1	CD44	kegg_ecm	kegg	L	LR
COL2A1	SDC1	kegg_ecm	kegg	L	R
COL2A1	GP6	kegg_ecm	kegg	L	R
LAMA1	DAG1	kegg_ecm	kegg	L	LR
CCL3L3	CCR1	pharmacology	guide2pharmacology	L	R
CCL3L3	CCR5	pharmacology	guide2pharmacology	L	R
CCL3L3	CCR1	ramilowski_known	ramilowski	L	R
CCL3L3	CCR5	ramilowski_known	ramilowski	L	R
A2M	LRP1	NATMI	NATMI	L	R
AANAT	MTNR1A	NATMI	NATMI	L	R
AANAT	MTNR1B	NATMI	NATMI	L	R
ACE	BDKRB2	NATMI	NATMI	L	R
ADAM10	EPHA3	NATMI	NATMI	L	R
ADAM11	ITGA4	NATMI	NATMI	LR	R
ADAM12	ITGA9	NATMI	NATMI	L	R
ADAM12	ITGB1	NATMI	NATMI	L	R
ADAM12	SDC4	NATMI	NATMI	L	R
ADAM15	ITGA5	NATMI	NATMI	L	R
ADAM15	ITGA9	NATMI	NATMI	L	R
ADAM15	ITGAV	NATMI	NATMI	L	LR
ADAM15	ITGB1	NATMI	NATMI	L	R
ADAM15	ITGB3	NATMI	NATMI	L	R
ADAM17	ITGA5	NATMI	NATMI	L	R
ADAM17	ITGB1	NATMI	NATMI	L	R
ADAM17	NOTCH1	NATMI	NATMI	L	R
ADAM2	ITGA6	NATMI	NATMI	L	R
ADAM2	ITGA9	NATMI	NATMI	L	R
ADAM2	ITGB1	NATMI	NATMI	L	R
ADAM2	ITGB7	NATMI	NATMI	L	R
ADAM23	ITGA4	NATMI	NATMI	LR	R
ADAM23	ITGA5	NATMI	NATMI	LR	R
ADAM23	ITGB3	NATMI	NATMI	LR	R
ADAM28	ITGA4	NATMI	NATMI	L	R
ADAM29	ITGA4	NATMI	NATMI	L	R
ADAM7	ITGA4	NATMI	NATMI	L	R
ADAM7	ITGB7	NATMI	NATMI	L	R
ADAM9	ITGA3	NATMI	NATMI	L	R
ADAM9	ITGA6	NATMI	NATMI	L	R
ADAM9	ITGAV	NATMI	NATMI	L	LR
ADAM9	ITGB1	NATMI	NATMI	L	R
ADAM9	ITGB5	NATMI	NATMI	L	R
ADCYAP1	ADCYAP1R1	NATMI	NATMI	L	R
ADCYAP1	SCTR	NATMI	NATMI	L	R
ADCYAP1	VIPR1	NATMI	NATMI	L	R
ADCYAP1	VIPR2	NATMI	NATMI	L	R
ADGRB1	RTN4R	NATMI	NATMI	L	R
ADGRB1	RTN4RL1	NATMI	NATMI	L	R
ADGRB1	RTN4RL2	NATMI	NATMI	L	R
ADGRE5	CD55	NATMI	NATMI	LR	LR
ADIPOQ	ADIPOR1	NATMI	NATMI	L	R
ADIPOQ	ADIPOR2	NATMI	NATMI	L	R
ADM	CALCR	NATMI	NATMI	L	R
ADM	CALCRL	NATMI	NATMI	L	R
ADM	MRGPRX2	NATMI	NATMI	L	R
ADM	RAMP2	NATMI	NATMI	L	R
ADM	RAMP3	NATMI	NATMI	L	R
ADM2	CALCR	NATMI	NATMI	L	R
ADM2	CALCRL	NATMI	NATMI	L	R
ADM2	RAMP1	NATMI	NATMI	L	R
ADM2	RAMP2	NATMI	NATMI	L	R
ADM2	RAMP3	NATMI	NATMI	L	R
AFDN	EPHA7	NATMI	NATMI	L	R
AFDN	EPHB2	NATMI	NATMI	L	R
AFDN	EPHB3	NATMI	NATMI	L	R
AFDN	EPHB6	NATMI	NATMI	L	R
AFDN	F11R	NATMI	NATMI	L	LR
AFDN	NECTIN1	NATMI	NATMI	L	LR
AFDN	NECTIN2	NATMI	NATMI	L	LR
AFDN	NECTIN3	NATMI	NATMI	L	LR
AFDN	NECTIN4	NATMI	NATMI	L	LR
AGRN	ATP1A3	NATMI	NATMI	L	R
AGRN	DAG1	NATMI	NATMI	L	LR
AGRN	LRP4	NATMI	NATMI	L	R
AGRN	MUSK	NATMI	NATMI	L	R
AGRP	MC3R	NATMI	NATMI	L	R
AGRP	MC4R	NATMI	NATMI	L	R
AGRP	MC5R	NATMI	NATMI	L	R
AGRP	SDC3	NATMI	NATMI	L	R
AGT	AGTR1	NATMI	NATMI	L	R
AGT	AGTR2	NATMI	NATMI	L	R
AGT	LRP2	NATMI	NATMI	L	R
AGT	MAS1	NATMI	NATMI	L	R
AHSG	INSR	NATMI	NATMI	L	R
ALB	LRP2	NATMI	NATMI	L	R
ALCAM	CD6	NATMI	NATMI	LR	LR
ALCAM	CHL1	NATMI	NATMI	LR	R
ALCAM	L1CAM	NATMI	NATMI	LR	LR
ALCAM	NRP1	NATMI	NATMI	LR	R
ALKAL1	ALK	NATMI	NATMI	L	R
ALKAL1	LTK	NATMI	NATMI	L	R
ALKAL2	ALK	NATMI	NATMI	L	R
ALKAL2	LTK	NATMI	NATMI	L	R
AMBN	CD63	NATMI	NATMI	L	R
AMELX	CD63	NATMI	NATMI	L	R
AMELX	LAMP1	NATMI	NATMI	L	R
AMELX	LAMP2	NATMI	NATMI	L	R
AMELY	CD63	NATMI	NATMI	L	R
AMELY	LAMP1	NATMI	NATMI	L	R
AMELY	LAMP2	NATMI	NATMI	L	R
AMH	ACVR1	NATMI	NATMI	L	R
AMH	AMHR2	NATMI	NATMI	L	R
AMH	EGFR	NATMI	NATMI	L	R
ANG	PLXNB2	NATMI	NATMI	L	R
ANGPT1	ITGA5	NATMI	NATMI	L	R
ANGPT1	ITGB1	NATMI	NATMI	L	R
ANGPT1	TEK	NATMI	NATMI	L	R
ANGPT1	TIE1	NATMI	NATMI	L	R
ANGPT2	TEK	NATMI	NATMI	L	R
ANGPT2	TIE1	NATMI	NATMI	L	R
ANGPT4	TEK	NATMI	NATMI	L	R
ANGPTL1	TEK	NATMI	NATMI	L	R
ANGPTL2	ITGA5	NATMI	NATMI	L	R
ANGPTL2	ITGB1	NATMI	NATMI	L	R
ANGPTL2	LILRB2	NATMI	NATMI	L	R
ANGPTL3	ITGA5	NATMI	NATMI	L	R
ANGPTL3	ITGAV	NATMI	NATMI	L	LR
ANGPTL3	ITGB3	NATMI	NATMI	L	R
ANOS1	FGFR1	NATMI	NATMI	L	R
ANOS1	SDC2	NATMI	NATMI	L	LR
ANPEP	SELE	NATMI	NATMI	L	LR
ANXA1	DYSF	NATMI	NATMI	L	R
ANXA1	EGFR	NATMI	NATMI	L	R
ANXA1	FPR1	NATMI	NATMI	L	R
ANXA1	FPR2	NATMI	NATMI	L	R
ANXA1	FPR3	NATMI	NATMI	L	R
ANXA2	ROBO4	NATMI	NATMI	L	R
ANXA2	TLR2	NATMI	NATMI	L	R
APELA	APLNR	NATMI	NATMI	L	R
APLN	APLNR	NATMI	NATMI	L	R
APOB	ENO1	NATMI	NATMI	L	R
APOB	LDLR	NATMI	NATMI	L	R
APOB	LRP2	NATMI	NATMI	L	R
APOB	LSR	NATMI	NATMI	L	R
APOB	OLR1	NATMI	NATMI	L	R
APOD	LEPR	NATMI	NATMI	L	R
APOE	LDLR	NATMI	NATMI	L	R
APOE	LRP1	NATMI	NATMI	L	R
APOE	LRP2	NATMI	NATMI	L	R
APOE	LRP5	NATMI	NATMI	L	R
APOE	LRP8	NATMI	NATMI	L	R
APOE	SCARB1	NATMI	NATMI	L	R
APOE	SORL1	NATMI	NATMI	L	R
APOE	VLDLR	NATMI	NATMI	L	R
APP	CAV1	NATMI	NATMI	LR	R
APP	CD74	NATMI	NATMI	LR	R
APP	FPR2	NATMI	NATMI	LR	R
APP	GPC1	NATMI	NATMI	LR	R
APP	LRP1	NATMI	NATMI	LR	R
APP	NCSTN	NATMI	NATMI	LR	R
APP	TNFRSF21	NATMI	NATMI	LR	R
AREG	EGFR	NATMI	NATMI	L	R
AREG	ERBB3	NATMI	NATMI	L	R
ARF1	CHRM3	NATMI	NATMI	L	R
ARF1	INSR	NATMI	NATMI	L	R
ARF1	PLD2	NATMI	NATMI	L	R
ARTN	GFRA1	NATMI	NATMI	L	R
ARTN	GFRA3	NATMI	NATMI	L	R
ARTN	RET	NATMI	NATMI	L	R
ASIP	ATRN	NATMI	NATMI	L	R
ASIP	F11R	NATMI	NATMI	L	LR
ASIP	MC1R	NATMI	NATMI	L	R
ASIP	MC2R	NATMI	NATMI	L	R
ASIP	MC3R	NATMI	NATMI	L	R
ASIP	MC4R	NATMI	NATMI	L	R
ASIP	MC5R	NATMI	NATMI	L	R
AVP	AVPR1A	NATMI	NATMI	L	R
AVP	AVPR1B	NATMI	NATMI	L	R
AVP	AVPR2	NATMI	NATMI	L	R
AVP	OXTR	NATMI	NATMI	L	R
AZGP1	ITGAV	NATMI	NATMI	L	LR
B2M	CD1A	NATMI	NATMI	L	R
B2M	CD1B	NATMI	NATMI	L	R
B2M	HLA-F	NATMI	NATMI	L	LR
B2M	LILRB1	NATMI	NATMI	L	R
BAG6	NCR3	NATMI	NATMI	L	R
BDNF	NGFR	NATMI	NATMI	L	R
BDNF	NTRK2	NATMI	NATMI	L	R
BDNF	SORT1	NATMI	NATMI	L	R
BGN	FGFR3	NATMI	NATMI	L	R
BGN	TLR2	NATMI	NATMI	L	R
BGN	TLR4	NATMI	NATMI	L	R
BMP10	ACVR2A	NATMI	NATMI	L	R
BMP10	ACVRL1	NATMI	NATMI	L	R
BMP10	BMPR1A	NATMI	NATMI	L	R
BMP10	BMPR1B	NATMI	NATMI	L	R
BMP10	BMPR2	NATMI	NATMI	L	R
BMP10	ENG	NATMI	NATMI	L	R
BMP15	ACVR2A	NATMI	NATMI	L	R
BMP15	BMPR1A	NATMI	NATMI	L	R
BMP15	BMPR1B	NATMI	NATMI	L	R
BMP15	BMPR2	NATMI	NATMI	L	R
BMP2	ACVR2A	NATMI	NATMI	L	R
BMP2	ACVR2B	NATMI	NATMI	L	R
BMP2	BMPR1A	NATMI	NATMI	L	R
BMP2	BMPR1B	NATMI	NATMI	L	R
BMP2	BMPR2	NATMI	NATMI	L	R
BMP2	ENG	NATMI	NATMI	L	R
BMP2	HJV	NATMI	NATMI	L	R
BMP2	RGMB	NATMI	NATMI	L	LR
BMP3	ACVR2B	NATMI	NATMI	L	R
BMP4	BMPR1A	NATMI	NATMI	L	R
BMP4	BMPR1B	NATMI	NATMI	L	R
BMP4	BMPR2	NATMI	NATMI	L	R
BMP4	CFC1	NATMI	NATMI	L	LR
BMP4	RGMB	NATMI	NATMI	L	LR
BMP5	HJV	NATMI	NATMI	L	R
BMP6	ACVR1	NATMI	NATMI	L	R
BMP6	ACVR2A	NATMI	NATMI	L	R
BMP6	BMPR1A	NATMI	NATMI	L	R
BMP6	BMPR1B	NATMI	NATMI	L	R
BMP6	BMPR2	NATMI	NATMI	L	R
BMP6	HJV	NATMI	NATMI	L	R
BMP7	ACVR1	NATMI	NATMI	L	R
BMP7	ACVR2A	NATMI	NATMI	L	R
BMP7	ACVR2B	NATMI	NATMI	L	R
BMP7	BMPR1A	NATMI	NATMI	L	R
BMP7	BMPR1B	NATMI	NATMI	L	R
BMP7	BMPR2	NATMI	NATMI	L	R
BMP7	ENG	NATMI	NATMI	L	R
BMP7	HJV	NATMI	NATMI	L	R
BMP8A	ACVR2A	NATMI	NATMI	L	R
BMP8A	ACVR2B	NATMI	NATMI	L	R
BMP8A	BMPR1A	NATMI	NATMI	L	R
BMP8A	BMPR2	NATMI	NATMI	L	R
BMP8A	TGFBR1	NATMI	NATMI	L	R
BMP8A	TGFBR2	NATMI	NATMI	L	R
BSG	SELE	NATMI	NATMI	L	LR
BSG	SLC16A1	NATMI	NATMI	L	R
BSG	SLC16A7	NATMI	NATMI	L	R
BST2	LILRA4	NATMI	NATMI	L	R
BTC	EGFR	NATMI	NATMI	L	R
BTC	ERBB2	NATMI	NATMI	L	R
BTC	ERBB3	NATMI	NATMI	L	R
BTC	ERBB4	NATMI	NATMI	L	R
BTLA	CD79A	NATMI	NATMI	LR	R
BTLA	TNFRSF14	NATMI	NATMI	LR	LR
BTLA	VTCN1	NATMI	NATMI	LR	R
C1QA	CD33	NATMI	NATMI	L	R
C1QA	CD93	NATMI	NATMI	L	R
C1QA	CSPG4	NATMI	NATMI	L	R
C1QB	CD33	NATMI	NATMI	L	R
C1QB	LRP1	NATMI	NATMI	L	R
C1QTNF1	AVPR2	NATMI	NATMI	L	R
C3	C3AR1	NATMI	NATMI	L	R
C3	C5AR2	NATMI	NATMI	L	R
C3	CD19	NATMI	NATMI	L	R
C3	CD46	NATMI	NATMI	L	R
C3	CR1	NATMI	NATMI	L	R
C3	CR2	NATMI	NATMI	L	R
C3	ITGAM	NATMI	NATMI	L	R
C3	ITGAX	NATMI	NATMI	L	R
C3	ITGB2	NATMI	NATMI	L	LR
C3	LRP1	NATMI	NATMI	L	R
C3	NRP1	NATMI	NATMI	L	R
C4A	C3AR1	NATMI	NATMI	L	R
C4A	C5AR2	NATMI	NATMI	L	R
C4A	CR1	NATMI	NATMI	L	R
C4A	NRP1	NATMI	NATMI	L	R
C4B	CD46	NATMI	NATMI	L	R
C4B	CR1	NATMI	NATMI	L	R
C4BPA	BMPR2	NATMI	NATMI	L	R
C4BPA	CD40	NATMI	NATMI	L	R
C4BPA	LRP1	NATMI	NATMI	L	R
C5	C5AR1	NATMI	NATMI	L	R
C5	C5AR2	NATMI	NATMI	L	R
CADM1	CADM1	NATMI	NATMI	LR	LR
CADM1	CADM3	NATMI	NATMI	LR	LR
CADM1	CRTAM	NATMI	NATMI	LR	LR
CADM1	NECTIN3	NATMI	NATMI	LR	LR
CADM3	CADM1	NATMI	NATMI	LR	LR
CADM3	CADM3	NATMI	NATMI	LR	LR
CADM3	NECTIN1	NATMI	NATMI	LR	LR
CADM3	NECTIN3	NATMI	NATMI	LR	LR
CALCA	CALCR	NATMI	NATMI	L	R
CALCA	CALCRL	NATMI	NATMI	L	R
CALCA	RAMP1	NATMI	NATMI	L	R
CALCA	RAMP2	NATMI	NATMI	L	R
CALCB	CALCR	NATMI	NATMI	L	R
CALCB	CALCRL	NATMI	NATMI	L	R
CALCB	RAMP1	NATMI	NATMI	L	R
CALR	ITGA3	NATMI	NATMI	L	R
CALR	ITGAV	NATMI	NATMI	L	LR
CALR	LRP1	NATMI	NATMI	L	R
CALR	MTNR1A	NATMI	NATMI	L	R
CALR	SCARF1	NATMI	NATMI	L	R
CALR	TSHR	NATMI	NATMI	L	R
CAMP	FPR2	NATMI	NATMI	L	R
CCK	CCKAR	NATMI	NATMI	L	R
CCK	CCKBR	NATMI	NATMI	L	R
CCL1	CCR8	NATMI	NATMI	L	R
CCL11	ACKR2	NATMI	NATMI	L	R
CCL11	ACKR4	NATMI	NATMI	L	R
CCL11	CCR2	NATMI	NATMI	L	R
CCL11	CCR3	NATMI	NATMI	L	R
CCL11	CCR5	NATMI	NATMI	L	R
CCL11	CXCR3	NATMI	NATMI	L	R
CCL13	ACKR2	NATMI	NATMI	L	R
CCL13	ACKR4	NATMI	NATMI	L	R
CCL13	CCR2	NATMI	NATMI	L	R
CCL13	CCR3	NATMI	NATMI	L	R
CCL13	CCR5	NATMI	NATMI	L	R
CCL13	CXCR3	NATMI	NATMI	L	R
CCL14	ACKR2	NATMI	NATMI	L	R
CCL14	CCR1	NATMI	NATMI	L	R
CCL14	CCR3	NATMI	NATMI	L	R
CCL14	CCR5	NATMI	NATMI	L	R
CCL15	CCR1	NATMI	NATMI	L	R
CCL15	CCR3	NATMI	NATMI	L	R
CCL16	CCR1	NATMI	NATMI	L	R
CCL16	CCR2	NATMI	NATMI	L	R
CCL16	CCR5	NATMI	NATMI	L	R
CCL16	CCR8	NATMI	NATMI	L	R
CCL16	HRH4	NATMI	NATMI	L	R
CCL17	ACKR1	NATMI	NATMI	L	R
CCL17	ACKR2	NATMI	NATMI	L	R
CCL17	CCR4	NATMI	NATMI	L	R
CCL17	CCR8	NATMI	NATMI	L	R
CCL18	CCR3	NATMI	NATMI	L	R
CCL18	CCR8	NATMI	NATMI	L	R
CCL18	PITPNM3	NATMI	NATMI	L	R
CCL19	ACKR2	NATMI	NATMI	L	R
CCL19	ACKR4	NATMI	NATMI	L	R
CCL19	CCR10	NATMI	NATMI	L	R
CCL19	CCR7	NATMI	NATMI	L	R
CCL19	CCRL2	NATMI	NATMI	L	R
CCL19	CXCR3	NATMI	NATMI	L	R
CCL2	ACKR1	NATMI	NATMI	L	R
CCL2	ACKR2	NATMI	NATMI	L	R
CCL2	ACKR4	NATMI	NATMI	L	R
CCL2	CCR1	NATMI	NATMI	L	R
CCL2	CCR10	NATMI	NATMI	L	R
CCL2	CCR2	NATMI	NATMI	L	R
CCL2	CCR3	NATMI	NATMI	L	R
CCL2	CCR4	NATMI	NATMI	L	R
CCL2	CCR5	NATMI	NATMI	L	R
CCL20	ACKR4	NATMI	NATMI	L	R
CCL20	CCR6	NATMI	NATMI	L	R
CCL20	CXCR3	NATMI	NATMI	L	R
CCL21	ACKR2	NATMI	NATMI	L	R
CCL21	ACKR4	NATMI	NATMI	L	R
CCL21	CCR10	NATMI	NATMI	L	R
CCL21	CCR7	NATMI	NATMI	L	R
CCL21	CXCR3	NATMI	NATMI	L	R
CCL22	ACKR2	NATMI	NATMI	L	R
CCL22	CCR4	NATMI	NATMI	L	R
CCL23	CCR1	NATMI	NATMI	L	R
CCL24	CCR2	NATMI	NATMI	L	R
CCL24	CCR3	NATMI	NATMI	L	R
CCL25	ACKR2	NATMI	NATMI	L	R
CCL25	ACKR4	NATMI	NATMI	L	R
CCL25	CCR10	NATMI	NATMI	L	R
CCL25	CCR9	NATMI	NATMI	L	R
CCL26	CCR1	NATMI	NATMI	L	R
CCL26	CCR2	NATMI	NATMI	L	R
CCL26	CCR3	NATMI	NATMI	L	R
CCL27	ACKR2	NATMI	NATMI	L	R
CCL27	CCR10	NATMI	NATMI	L	R
CCL28	ACKR2	NATMI	NATMI	L	R
CCL28	CCR10	NATMI	NATMI	L	R
CCL28	CCR3	NATMI	NATMI	L	R
CCL3	ACKR2	NATMI	NATMI	L	R
CCL3	CCR1	NATMI	NATMI	L	R
CCL3	CCR3	NATMI	NATMI	L	R
CCL3	CCR4	NATMI	NATMI	L	R
CCL3	CCR5	NATMI	NATMI	L	R
CCL3L1	ACKR2	NATMI	NATMI	L	R
CCL3L1	CCR1	NATMI	NATMI	L	R
CCL3L1	CCR3	NATMI	NATMI	L	R
CCL3L1	CCR5	NATMI	NATMI	L	R
CCL3L3	ACKR2	NATMI	NATMI	L	R
CCL3L3	CCR5	NATMI	NATMI	L	R
CCL4	ACKR2	NATMI	NATMI	L	R
CCL4	CCR1	NATMI	NATMI	L	R
CCL4	CCR3	NATMI	NATMI	L	R
CCL4	CCR5	NATMI	NATMI	L	R
CCL4	CCR8	NATMI	NATMI	L	R
CCL4L1	CCR1	NATMI	NATMI	L	R
CCL4L1	CCR3	NATMI	NATMI	L	R
CCL4L1	CCR5	NATMI	NATMI	L	R
CCL5	ACKR1	NATMI	NATMI	L	R
CCL5	ACKR2	NATMI	NATMI	L	R
CCL5	CCR1	NATMI	NATMI	L	R
CCL5	CCR3	NATMI	NATMI	L	R
CCL5	CCR4	NATMI	NATMI	L	R
CCL5	CCR5	NATMI	NATMI	L	R
CCL5	CXCR3	NATMI	NATMI	L	R
CCL5	GPR75	NATMI	NATMI	L	R
CCL5	SDC1	NATMI	NATMI	L	R
CCL5	SDC4	NATMI	NATMI	L	R
CCL7	ACKR1	NATMI	NATMI	L	R
CCL7	ACKR2	NATMI	NATMI	L	R
CCL7	ACKR4	NATMI	NATMI	L	R
CCL7	CCR1	NATMI	NATMI	L	R
CCL7	CCR10	NATMI	NATMI	L	R
CCL7	CCR2	NATMI	NATMI	L	R
CCL7	CCR3	NATMI	NATMI	L	R
CCL7	CCR5	NATMI	NATMI	L	R
CCL7	CXCR3	NATMI	NATMI	L	R
CCL8	ACKR1	NATMI	NATMI	L	R
CCL8	ACKR2	NATMI	NATMI	L	R
CCL8	ACKR4	NATMI	NATMI	L	R
CCL8	CCR1	NATMI	NATMI	L	R
CCL8	CCR2	NATMI	NATMI	L	R
CCL8	CCR3	NATMI	NATMI	L	R
CCL8	CCR5	NATMI	NATMI	L	R
CCN1	ITGA5	NATMI	NATMI	L	R
CCN1	ITGAM	NATMI	NATMI	L	R
CCN1	ITGAV	NATMI	NATMI	L	LR
CCN1	ITGB2	NATMI	NATMI	L	LR
CCN1	ITGB3	NATMI	NATMI	L	R
CCN1	ITGB5	NATMI	NATMI	L	R
CCN1	SDC4	NATMI	NATMI	L	R
CCN2	FGFR2	NATMI	NATMI	L	R
CCN2	IGF2R	NATMI	NATMI	L	R
CCN2	ITGA5	NATMI	NATMI	L	R
CCN2	ITGAM	NATMI	NATMI	L	R
CCN2	ITGB2	NATMI	NATMI	L	LR
